Name	Top 5000	Top 1000	Top 500	Top 100	Top 50	Top 10	Top 5	Top 3	Top 1	
TheDerrpo	0.469000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nittyschmidty	0.454000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fabian is cool	0.571000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tails Tornado	0.450000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Frogguy	0.075000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Marker Fan	0.520000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
methane conan	0.123000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
EpiclyBlue	0.104000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PaterPiscis	0.144000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AGNAB	0.066000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
imgi nova	0.494000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Adventure toy Bonnie	0.111000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Railway Recklessness	0.107000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Endrx	0.061000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rematch1234	0.544000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
sink	0.995000	0.444000	0.189000	0.015000	0.002000	0.001000	0.000000	0.000000	0.000000	
LuaLow	0.464000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The One With Hair	0.123000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PlushyAnimations	0.481000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Zotty Friend	0.099000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
doodleXD	0.917000	0.046000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
edclamc	0.568000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Xenocola	0.473000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Aurelis	0.072000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Indetermite	0.130000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
wavydish	0.065000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
matusquelaxarope	0.580000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NeonTehWolf	0.081000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
cynster	0.074000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Extra Height	0.535000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beyster Bayfar	0.480000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Azura Hardware	0.623000	0.020000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Learned Hog	0.999000	0.596000	0.355000	0.041000	0.023000	0.001000	0.001000	0.000000	0.000000	
girlbossed.	1.000000	0.520000	0.257000	0.028000	0.011000	0.001000	0.000000	0.000000	0.000000	
Big Shrimp	0.127000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Notser (TR)	0.124000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TJGimThing	0.087000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Spah	0.524000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
opedr0casss	0.988000	0.311000	0.108000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	
gorbeilious72	0.441000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Benwonderturkey	0.454000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AlexOKyes	0.547000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fortuitous Hamper	0.078000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
snail123O	0.452000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
karaskar	0.453000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GrayTileGuy	0.476000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Neon Nuisance	0.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rising Star	0.470000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
viewer2012	0.078000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
System Fan	0.080000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ninjabun 2	0.998000	0.573000	0.299000	0.046000	0.018000	0.001000	0.000000	0.000000	0.000000	
Spiritblox1	0.459000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
RobotBattalion	0.447000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Glow	0.106000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bentheuniverse, but EWOW	0.074000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
pi cubed	0.092000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Vocally	0.565000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cheesyboi1315	0.407000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cool Kid	0.487000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Random Fan of TWOW	0.489000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AlecSauces	0.085000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Premium0516	0.088000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SpellBook98	0.081000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Akion	0.497000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Scoutilodo	0.465000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cell453	0.441000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bendy Motions	0.083000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ridiculous_Objects	0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Perry the platybook	0.113000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Error 0x194/Error 404	0.461000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Anonymous Pony	0.093000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sis4Suxs	0.075000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
floolf	0.084000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Hap	0.553000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ari_Tree	0.446000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nettles	0.473000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Red-Violet	0.491000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Raeshy	0.566000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Warheadd	0.095000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheresaMay311	0.545000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Koi Fish Pond	0.454000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mint	0.088000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tom Orange Mouse	0.101000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Zzzypostrope	0.461000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
hi hello hi hello	0.080000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
EarthWyrm	0.083000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Casserole	0.066000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mars Az.	0.451000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pickle1020	0.451000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Frosty	0.545000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Facts About Drops	0.058000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Riation	0.450000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
boarodile	0.055000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Hydro	0.091000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BestKP	0.944000	0.351000	0.171000	0.027000	0.007000	0.000000	0.000000	0.000000	0.000000	
Yo	0.946000	0.398000	0.213000	0.027000	0.011000	0.001000	0.000000	0.000000	0.000000	
MudkipYoshii	0.416000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Squishy Cherries On White Background	0.426000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BroBro	0.908000	0.018000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mstano	0.429000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Platinum Quasar	0.064000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Alice Margatroid	0.080000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Maroon Hyper-hedroid	0.446000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mind Frost	0.084000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bonker	0.445000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AllergicToSanity	0.480000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Zarbi	0.426000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Andy Show (10^6)	0.412000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
JustAGuy	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The 2,763ʳᵈ One	0.458000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Monstrous Universe	0.416000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Funny man	0.452000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Swimswum	0.934000	0.353000	0.181000	0.018000	0.005000	0.001000	0.000000	0.000000	0.000000	
Blu Ash	0.463000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Purple Pug 98	0.084000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
UnknownGaming	0.069000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Paper Person	0.102000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Wet Paint Enterprises	0.430000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Amazing Brayden	0.578000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
cbf	0.107000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TacoFries88	0.467000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bonnie	0.993000	0.358000	0.134000	0.013000	0.003000	0.000000	0.000000	0.000000	0.000000	
Breccann	0.477000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
starchiild622	0.559000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Countryball(:	0.419000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cartoon Character	0.999000	0.615000	0.374000	0.063000	0.030000	0.004000	0.002000	0.002000	0.000000	
straberukeki	0.089000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheDudePersonGuy	0.995000	0.328000	0.121000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	
Positive View	0.075000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Slime Cat	0.103000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
fzyfzy	0.052000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
bfbflameplays	0.452000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Yggdrasil	0.137000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
IvanGuy23	0.484000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
spritesnsodas	0.414000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ashfalcons44	0.071000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bookster	0.522000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Miplist	0.103000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
StephanieAwesom	0.437000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Keelinosity	0.466000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Spaghettian	0.398000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Clasified	0.082000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheHappyEE	0.528000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ddaarre12	0.066000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Oxygen_Consumption_Manager	0.487000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ConspicuousPiggy	0.529000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pineappleio	0.093000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Żółć	0.107000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Milky Way	0.073000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
shadow²	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ddaybreak	0.942000	0.350000	0.184000	0.016000	0.006000	0.000000	0.000000	0.000000	0.000000	
Winnars Graditude	0.066000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Chicken	0.530000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Seventy_	0.092000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Christopher47	0.465000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gin Ibushi Gaming	0.497000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sycros	0.506000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Yogurt Man	0.999000	0.518000	0.255000	0.018000	0.005000	0.000000	0.000000	0.000000	0.000000	
Azul <3	0.997000	0.514000	0.270000	0.029000	0.006000	0.000000	0.000000	0.000000	0.000000	
Flask_the_science_guy	0.095000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Latte	0.532000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ThinkOrDye	0.511000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sudric dictionary	0.103000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Boxy The Funky Box	0.996000	0.382000	0.161000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	
Blade	0.113000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
landy	0.055000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
RedHead	0.421000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Auglur	0.044000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MrFerf	1.000000	0.568000	0.301000	0.038000	0.013000	0.000000	0.000000	0.000000	0.000000	
Zaphire	0.410000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Minty Bunz	0.485000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
StuckInTheTLC	0.076000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cyan Cosmo	0.082000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CapCut Animator	0.048000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Booklet Levitator	0.104000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
StarKid256	0.060000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beszmi	0.445000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TacZK	0.997000	0.575000	0.325000	0.051000	0.019000	0.002000	0.002000	0.001000	0.000000	
Victorial_Star	0.425000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
globin	0.542000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cepbros	0.089000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
barteek	0.458000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Barbote	0.452000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Fancy Potato	0.112000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
OmegaSword	0.461000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Blue Water	0.939000	0.068000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Book worm	0.424000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NoelDaBoel.Rizz	0.997000	0.513000	0.256000	0.020000	0.004000	0.000000	0.000000	0.000000	0.000000	
Incredimations	0.103000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ComparatorClock	0.096000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ThatInTheHat	0.095000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
coolmepguy	0.996000	0.562000	0.331000	0.042000	0.013000	0.000000	0.000000	0.000000	0.000000	
NNeil101	0.097000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
RedstoneTim	0.948000	0.367000	0.153000	0.019000	0.007000	0.000000	0.000000	0.000000	0.000000	
cutebeanfan	0.457000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LeagueOfLetters	0.401000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
dodeka	0.451000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SkorchXP	0.102000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Aaronp26	0.048000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bemon	0.077000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Kitkat TicTac	0.074000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
zerustu	0.066000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NeverGonna	0.439000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mathbook	0.438000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Creeperplayz	0.079000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Choco	0.061000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XxprofacuxX	0.094000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Coffee bunny	0.071000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NickelBook	0.060000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Shin Wod	0.397000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
lifinale	0.987000	0.324000	0.119000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	
the Leon Owner	0.997000	0.575000	0.327000	0.047000	0.015000	0.000000	0.000000	0.000000	0.000000	
Heartwarming Hearth	0.075000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
syd_deathbed	0.063000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Annabiscuits	0.444000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
cheetahdubs	0.058000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Arthurtyui	0.467000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Clay Whites	0.046000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pnnel	0.076000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Yomers	0.997000	0.602000	0.368000	0.049000	0.016000	0.003000	0.002000	0.002000	0.001000	
IndieStudios	0.049000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
